data_pobrania,tytul,cena,link,metraz,czynsz,pietro,pokoje,lokalizacja,rok_budowy,ogrzewanie,kaucja,stan,powierzchnia,data_aktualizacji
2026-02-07 23:29,PIERWSZY NAJEM! UNIKATOWA LOKALIZACJA Z TARASEM WYCHODZĄCYM NA PARK!,3700,https://www.otodom.pl/pl/oferta/pierwszy-najem-unikatowa-lokalizacja-z-tarasem-wychodzacym-na-park-ID4zW0A,,820,0,2,"ul. Białowieska, Wrocław",2025,miejskie,5000,do zamieszkania,42,2026-02-10
2026-02-07 23:29,"Mieszkanie 2 pok. Taras, Klimatyzacja, Miejsce postojowe",2950,https://www.otodom.pl/pl/oferta/mieszkanie-2-pok-taras-klimatyzacja-miejsce-postojowe-ID4kSdf,,470,4,2,Wrocław,2022,miejskie,2950,do zamieszkania,38,2026-02-10
2026-02-07 23:29,Osobne Pokoje Osobna Kuchnia Dwustronne Dobra Lokalizacja Balkon,2600,https://www.otodom.pl/pl/oferta/osobne-pokoje-osobna-kuchnia-dwustronne-dobra-lokalizacja-balkon-ID4zW1O,,700,2,2,"ul. Łódzka, Wrocław",brak,miejskie,3000,do zamieszkania,51,2026-02-10
2026-02-07 23:29,Nowoczesne 4-pokojowe mieszkanie z balkonem,5600,https://www.otodom.pl/pl/oferta/nowoczesne-4-pokojowe-mieszkanie-z-balkonem-ID4zr9h,,1200,7,4,"ul. Miedziana, Wrocław",2022,miejskie,5600,do zamieszkania,92,2026-02-10
2026-02-07 23:29,Mieszkanie z tarasem i miejscem postojowym,5500,https://www.otodom.pl/pl/oferta/mieszkanie-z-tarasem-i-miejscem-postojowym-ID4zW0I,,1050,1,3,"ul. Obrońców Poczty Gdańskiej, Wrocław",brak,kotłownia,11000,do zamieszkania,83,2026-02-10
2026-02-07 23:30,W pobliżu Dworca Świebodzkiego I Ścisłe centrum I Bezpośrednio,3028,https://www.otodom.pl/pl/oferta/w-poblizu-dworca-swiebodzkiego-i-scisle-centrum-i-bezposrednio-ID4yuf5,,460,6,3,"ul. Kolejowa, Wrocław",2024,miejskie,6055,do zamieszkania,62,2026-02-10
2026-02-07 23:30,"Kawalerka, osobna kuchnia, Muchobór ul. Gagarina",2450,https://www.otodom.pl/pl/oferta/kawalerka-osobna-kuchnia-muchobor-ul-gagarina-ID45fnY,,560,2,1,Wrocław,2019,kotłownia,3000,do zamieszkania,29,2026-02-10
2026-02-07 23:30,"Wysoki standard, zieleń i cisza | 3 pokoje z tarasem blisko centrum",3800,https://www.otodom.pl/pl/oferta/wysoki-standard-zielen-i-cisza-3-pokoje-z-tarasem-blisko-centrum-ID4y4k8,,850,0,3,"ul. Srebrnogórska, Wrocław",2010,miejskie,4500,do zamieszkania,65.5,2026-02-10
2026-02-07 23:30,"Wynajmę mieszkanie dwupokojowe, wysoki standard",3600,https://www.otodom.pl/pl/oferta/wynajme-mieszkanie-dwupokojowe-wysoki-standard-ID4p0J0,,670,0,2,Wrocław,2020,miejskie,3600,do zamieszkania,45,2026-02-10
2026-02-07 23:30,"PL/RU/ENG Dwupokojowe|Parking,Komórka|Pets Friendly",2899,https://www.otodom.pl/pl/oferta/pl-ru-eng-dwupokojowe-parking-komorka-pets-friendly-ID4zUYk,,600,3,2,Wrocław,brak,miejskie,3500,brak,41,2026-02-10
2026-02-07 23:31,Widne Studio 27m2 |  Pet Frendly | Voucher 1000 zł!,2200,https://www.otodom.pl/hpr/pl/oferta/widne-studio-27m2-pet-frendly-voucher-1000-zl-ID4yEh2,,500,brak,1,"ul. Buforowa, Wrocław",2022,miejskie,3000,do zamieszkania,27,2026-02-10
2026-02-07 23:31,2 pokoje | Powstańców Śląskich | winda | od zaraz,2400,https://www.otodom.pl/pl/oferta/2-pokoje-powstancow-slaskich-winda-od-zaraz-ID4zUXr,,0,2,2,Wrocław,brak,miejskie,brak,brak,40,2026-02-10
2026-02-07 23:31,Dwupokojowe mieszkanie JAGODNO Drabika,2650,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-jagodno-drabika-ID4lWUZ,,600,1,2,Wrocław,2023,miejskie,4000,do zamieszkania,37,2026-02-10
2026-02-07 23:32,Super mieszkanie w CENTRUM - wszystko w cenie !!!,2750,https://www.otodom.pl/pl/oferta/super-mieszkanie-w-centrum-wszystko-w-cenie-ID4te3n,,0,brak,1,Wrocław,brak,miejskie,2750,do zamieszkania,30,2026-02-10
2026-02-07 23:32,"PL/RU/ENG Dwupokojowe|Spa,Siłownia|Parking x2|Centrum",4000,https://www.otodom.pl/pl/oferta/pl-ru-eng-dwupokojowe-spa-silownia-parking-x2-centrum-ID4zUUZ,,1400,1,2,"ul. Walońska, Wrocław",brak,miejskie,6000,brak,57,2026-02-10
2026-02-07 23:32,miedzy parkami,2900,https://www.otodom.pl/pl/oferta/miedzy-parkami-ID4uDG6,,590,2,2,"ul. Łanowa, Wrocław",2017,kotłownia,3000,do zamieszkania,54,2026-02-10
2026-02-07 23:32,2-pokojowe mieszkanie Pl. Powstańców Śląskich,2100,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-pl-powstancow-slaskich-ID4zUVF,,700,3,2,"pl. Powstańców Śląskich, Wrocław",2008,miejskie,2800,do zamieszkania,46,2026-02-10
2026-02-07 23:32,Mieszkanie przy Magnolii - Dorzecze Legnickiej ul. Małopanewska,1700,https://www.otodom.pl/pl/oferta/mieszkanie-przy-magnolii-dorzecze-legnickiej-ul-malopanewska-ID4zUVa,,400,3,1,"ul. Małopanewska, Wrocław",2018,miejskie,2100,do zamieszkania,30,2026-02-10
2026-02-07 23:33,"Muchobór Wielki, 2 pokoje, klimatyzacja",3000,https://www.otodom.pl/pl/oferta/muchobor-wielki-2-pokoje-klimatyzacja-ID4vVNa,,570,4,2,"ul. Graniczna, Wrocław",2015,miejskie,3500,do zamieszkania,49,2026-02-10
2026-02-07 23:33,"Apartament z garażem Stare Miasto, klimatyzacja",2700,https://www.otodom.pl/pl/oferta/apartament-z-garazem-stare-miasto-klimatyzacja-ID4zUTk,,700,2,2,Wrocław,2025,brak,4000,do zamieszkania,30,2026-02-10
2026-02-07 23:33,Nowoczesne 2-pokojowe mieszkanie z balkonem,2500,https://www.otodom.pl/pl/oferta/nowoczesne-2-pokojowe-mieszkanie-z-balkonem-ID4zUQg,,500,3,2,Wrocław,2013,miejskie,5400,do zamieszkania,49,2026-02-10
2026-02-07 23:33,"3 pokojowy Apartament ""Ogrody Graua""",4200,https://www.otodom.pl/pl/oferta/3-pokojowy-apartament-ogrody-graua-ID4bKAq,,800,1,3,"ul. Gdańska, Wrocław",2020,miejskie,5000,do zamieszkania,57,2026-02-10
2026-02-07 23:34,"Apartament, Port Popowice, Parking, Taras",3700,https://www.otodom.pl/pl/oferta/apartament-port-popowice-parking-taras-ID4hu0p,,800,7,2,"ul. Białowieska, Wrocław",2021,miejskie,6000,do zamieszkania,51,2026-02-10
2026-02-07 23:34,Luksusowe mieszkanie / 3 pokoje / klimatyzacja / g,5000,https://www.otodom.pl/pl/oferta/luksusowe-mieszkanie-3-pokoje-klimatyzacja-g-ID4jygi,,1000,5,3,Wrocław,brak,miejskie,6000,do zamieszkania,65,2026-02-10
2026-02-07 23:34,"Kawalerka, 33m2, Wrocław, Bajana 21, Gądów Mały",2100,https://www.otodom.pl/pl/oferta/kawalerka-33m2-wroclaw-bajana-21-gadow-maly-ID4nZO2,,595,3,1,Wrocław,2001,miejskie,2000,do zamieszkania,33,2026-02-10
2026-02-07 23:34,2 pokoje I  top lokalizacja I idealne dla pary,2800,https://www.otodom.pl/pl/oferta/2-pokoje-i-top-lokalizacja-i-idealne-dla-pary-ID4zJKk,,650,3,2,Wrocław,2018,miejskie,0,do zamieszkania,38,2026-02-10
2026-02-07 23:35,Apartament /40m2 / 2pokoje/ Klimatyz./ Duzy balkon,2750,https://www.otodom.pl/pl/oferta/apartament-40m2-2pokoje-klimatyz-duzy-balkon-ID4jUoh,,600,10,2,Wrocław,2021,miejskie,brak,do zamieszkania,40,2026-02-10
2026-02-07 23:35,"Samodzielne skromne  mieszkanie, najlepiej dla dwóch studentek !",1700,https://www.otodom.pl/pl/oferta/samodzielne-skromne-mieszkanie-najlepiej-dla-dwoch-studentek-ID4y9Qw,,0,1,2,"ul. Księcia Józefa Poniatowskiego, Wrocław",1910,gazowe,1000,do zamieszkania,57,2026-02-10
2026-02-07 23:35,2 pokoje I Rozkład I Idealne dla pary I Powstańców,2500,https://www.otodom.pl/pl/oferta/2-pokoje-i-rozklad-i-idealne-dla-pary-i-powstancow-ID4zJKl,,800,4,2,Wrocław,1950,brak,0,do zamieszkania,51,2026-02-10
2026-02-07 23:36,Okazja! Wolne Zaraz,2700,https://www.otodom.pl/pl/oferta/okazja-wolne-zaraz-ID4zy95,,800,1,2,Wrocław,brak,brak,0,brak,49.5,2026-02-10
2026-02-07 23:36,Kawalerka/Centrum/27m2/balkon,2250,https://www.otodom.pl/pl/oferta/kawalerka-centrum-27m2-balkon-ID4zUKr,,0,1,1,"ul. Pochyła, Wrocław",2009,brak,0,do zamieszkania,27,2026-02-10
2026-02-07 23:36,"2pokoje ul.Międzyleska, os di Trevi, bezpośrednio",2700,https://www.otodom.pl/pl/oferta/2pokoje-ul-miedzyleska-os-di-trevi-bezposrednio-ID4r4Ik,,550,4,2,"ul. Międzyleska, Wrocław",2016,miejskie,3350,do zamieszkania,34,2026-02-10
2026-02-07 23:36,Kawalerka cicha w świetnej lokalizacji,2100,https://www.otodom.pl/pl/oferta/kawalerka-cicha-w-swietnej-lokalizacji-ID4zUGH,,450,2,1,Wrocław,2020,miejskie,2500,do zamieszkania,20,2026-02-10
2026-02-07 23:36,Przepiękne mieszkanie przy Ostrowie Tumskim,2900,https://www.otodom.pl/pl/oferta/przepiekne-mieszkanie-przy-ostrowie-tumskim-ID4nXlj,,600,1,2,Wrocław,2016,inne,3500,do zamieszkania,42,2026-02-10
2026-02-07 23:37,Komfortowe mieszkanie 50mkw Wrocław Gaj ul Kłodzka,3200,https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-50mkw-wroclaw-gaj-ul-klodzka-ID4zUG0,,530,1,2,"ul. Kłodzka, Wrocław",2010,miejskie,6000,do zamieszkania,50,2026-02-10
2026-02-07 23:37,2 Pokojowy apartament z miejscem postojowym,3700,https://www.otodom.pl/pl/oferta/2-pokojowy-apartament-z-miejscem-postojowym-ID4wDZO,,960,1,2,"ul. Tęczowa, Wrocław",2021,miejskie,5000,do zamieszkania,55,2026-02-10
2026-02-07 23:37,PL/UA Mieszkanie 3 p. | Klima | Pets Friendly |Parking 10 min do rynku,2900,https://www.otodom.pl/pl/oferta/pl-ua-mieszkanie-3-p-klima-pets-friendly-parking-10-min-do-rynku-ID4zUFd,,1100,4,3,"ul. Inowrocławska, Wrocław",brak,miejskie,4000,do zamieszkania,65,2026-02-10
2026-02-07 23:37,2 POKOJE | WROCŁAW KLECINA | 50 m² | BALKON | GARAŻ PODZIEMNY,2400,https://www.otodom.pl/hpr/pl/oferta/2-pokoje-wroclaw-klecina-50-m-balkon-garaz-podziemny-ID4zMpD,,700,2,2,"ul. Wałbrzyska, Wrocław",2018,miejskie,brak,brak,50,2026-02-10
2026-02-07 23:37,Przytulne 2 pokoje z tarasem/winda/rowerownia,2800,https://www.otodom.pl/pl/oferta/przytulne-2-pokoje-z-tarasem-winda-rowerownia-ID4zfAh,,400,4,2,"ul. Piękna, Wrocław",2022,miejskie,0,do zamieszkania,32,2026-02-10
2026-02-07 23:38,2-pokojowe mieszkanie na os. DiTrevi – komfortowe 40m2 garaż podziemny,2900,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-na-os-ditrevi-komfortowe-40m2-garaz-podziemny-ID4zUDn,,600,2,2,Wrocław,brak,miejskie,3500,do zamieszkania,40,2026-02-10
2026-02-07 23:38,"Słoneczna, klimatyzowana kawalerka przy ul. Inżynierskiej/fat",2250,https://www.otodom.pl/pl/oferta/sloneczna-klimatyzowana-kawalerka-przy-ul-inzynierskiej-fat-ID4iqO2,,450,0,1,"ul. Inżynierska, Wrocław",brak,miejskie,2250,do zamieszkania,28,2026-02-10
2026-02-07 23:38,2-pok | Balkon | Garaż | Rozkład | ul. Na Grobli,2500,https://www.otodom.pl/pl/oferta/2-pok-balkon-garaz-rozklad-ul-na-grobli-ID4zLA3,,870,3,2,"ul. Na Grobli, Wrocław",brak,miejskie,3300,do zamieszkania,42,2026-02-10
2026-02-07 23:38,M 76m2 3pok 4000 zł ul.Hallera Borek Grabiszyn,4000,https://www.otodom.pl/pl/oferta/m-76m2-3pok-4000-zl-ul-hallera-borek-grabiszyn-ID4nVF1,,0,3,3,"al. gen. Józefa Hallera, Wrocław",2010,miejskie,brak,brak,76,2026-02-10
2026-02-07 23:39,"Ładne mieszkanie w cichej okolicy, 3 pokoje blisko Ronda Powstańców",3000,https://www.otodom.pl/pl/oferta/ladne-mieszkanie-w-cichej-okolicy-3-pokoje-blisko-ronda-powstancow-ID4zUCK,,790,2,3,"ul. Jantarowa, Wrocław",brak,miejskie,3000,do zamieszkania,53,2026-02-10
2026-02-07 23:39,2-pok|Wysoki Standard| Ogródek| Tęczowa,3200,https://www.otodom.pl/pl/oferta/2-pok-wysoki-standard-ogrodek-teczowa-ID4zPl9,,1200,0,2,"ul. Tęczowa, Wrocław",2012,miejskie,4400,do zamieszkania,54,2026-02-10
2026-02-07 23:39,⭐50m2-2 oddzielne pok- Tramwaj-Piwnica- Centrum⭐,2400,https://www.otodom.pl/pl/oferta/50m2-2-oddzielne-pok-tramwaj-piwnica-centrum-ID4zuld,,891,1,2,"ul. Grabiszyńska, Wrocław",1960,miejskie,3200,brak,51,2026-02-10
2026-02-07 23:39,DO WYNAJĘCIA 2 POKOJOWE MIESZKANIE Z KLIMATYZACJĄ,2700,https://www.otodom.pl/pl/oferta/do-wynajecia-2-pokojowe-mieszkanie-z-klimatyzacja-ID4zPfq,,725,4,2,"ul. Strońska, Wrocław",2004,miejskie,2700,brak,44,2026-02-10
2026-02-07 23:39,Nowoczesny apartament na Bernardyńskiej,3600,https://www.otodom.pl/pl/oferta/nowoczesny-apartament-na-bernardynskiej-ID4xt1y,,730,1,2,"ul. Bernardyńska, Wrocław",2025,miejskie,brak,do zamieszkania,35,2026-02-10
2026-02-07 23:40,Designerski apartament na Bernardyńskiej,3600,https://www.otodom.pl/pl/oferta/designerski-apartament-na-bernardynskiej-ID4xt09,,750,1,2,"ul. Bernardyńska, Wrocław",2025,miejskie,brak,do zamieszkania,35,2026-02-10
2026-02-07 23:40,Przytulny apartament na Bernardyńskiej,3000,https://www.otodom.pl/pl/oferta/przytulny-apartament-na-bernardynskiej-ID4xsYY,,560,1,2,"ul. Bernardyńska, Wrocław",2025,miejskie,brak,do zamieszkania,31,2026-02-10
2026-02-07 23:40,2 pok. z tarasem i m. post./ klimatyzacja,3300,https://www.otodom.pl/pl/oferta/2-pok-z-tarasem-i-m-post-klimatyzacja-ID4zP5u,,500,2,2,"ul. Na Polance, Wrocław",2015,miejskie,brak,do zamieszkania,46,2026-02-10
2026-02-07 23:40,Stylowe studio na Bernardyńskiej,3000,https://www.otodom.pl/pl/oferta/stylowe-studio-na-bernardynskiej-ID4xsRA,,560,1,2,"ul. Bernardyńska, Wrocław",2025,miejskie,brak,do zamieszkania,31,2026-02-10
2026-02-07 23:40,"3-pokoje, Lokum Verde, 48m2, parking",3200,https://www.otodom.pl/pl/oferta/3-pokoje-lokum-verde-48m2-parking-ID4zP1q,,800,2,3,"ul. Odolanowska, Wrocław",2024,miejskie,4000,do zamieszkania,48,2026-02-10
2026-02-07 23:40,PRZYTULNA KAWALERKA NAD ODRĄ | INTERNET W CENIE | PARKING,2300,https://www.otodom.pl/pl/oferta/przytulna-kawalerka-nad-odra-internet-w-cenie-parking-ID4zOY5,,500,5,1,"ul. Jana Długosza, Wrocław",brak,miejskie,3000,do zamieszkania,28,2026-02-10
2026-02-07 23:40,Elegancki apartament niedaleko Rynku - Lokum Vena,3950,https://www.otodom.pl/pl/oferta/elegancki-apartament-niedaleko-rynku-lokum-vena-ID4uLxB,,800,2,3,Wrocław,brak,brak,6000,do zamieszkania,46.51,2026-02-10
2026-02-07 23:41,2-pok|Loggia 25m2|Duże przeszklenia|Klima|Centrum|Rynek|Legnicka,3500,https://www.otodom.pl/pl/oferta/2-pok-loggia-25m2-duze-przeszklenia-klima-centrum-rynek-legnicka-ID4prXH,,450,4,2,"ul. Braniborska, Wrocław",2023,miejskie,5000,do zamieszkania,48,2026-02-10
2026-02-07 23:41,2-pokojowe mieszkanie z klimatyzacją i balkonem,2700,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-z-klimatyzacja-i-balkonem-ID4qIty,,875,2,2,Wrocław,2023,miejskie,3000,do zamieszkania,39,2026-02-10
2026-02-07 23:41,"Wysokie, w pełni wyposażone, przytulne dwa pokoje, Oporów, Chachaja",2600,https://www.otodom.pl/pl/oferta/wysokie-w-pelni-wyposazone-przytulne-dwa-pokoje-oporow-chachaja-ID4zUAA,,600,3,2,"ul. Jordanowska, Wrocław",2021,miejskie,3000,do zamieszkania,40,2026-02-10
2026-02-07 23:41,"Nowe 3-pok mieszkanie z balkonem, 1-szy najem, Międzyleska Tarnogaj",3250,https://www.otodom.pl/pl/oferta/nowe-3-pok-mieszkanie-z-balkonem-1-szy-najem-miedzyleska-tarnogaj-ID4zUB5,,790,1,3,"ul. Międzyleska, Wrocław",2025,gazowe,3250,do zamieszkania,51.5,2026-02-10
2026-02-07 23:41,ul. Barycka | 67 m² | 2 balkony | klimatyzacja | wysoki standard,5000,https://www.otodom.pl/pl/oferta/ul-barycka-67-m-2-balkony-klimatyzacja-wysoki-standard-ID4zUyp,,0,1,3,"ul. Barycka, Wrocław",brak,miejskie,brak,do zamieszkania,67,2026-02-10
2026-02-07 23:42,Kawalerka z sypialnią – nowa z 2024 roku,2500,https://www.otodom.pl/pl/oferta/kawalerka-z-sypialnia-nowa-z-2024-roku-ID4pQFC,,500,1,1,"ul. Grabiszyńska, Wrocław",2024,miejskie,2500,do zamieszkania,30,2026-02-10
2026-02-07 23:42,Nowoczesne mieszkanie 52m2 | Czartoryskiego Wrocław | 3 pokoje | klima,3000,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-52m2-czartoryskiego-wroclaw-3-pokoje-klima-ID4kABQ,,552,1,3,"ul. Adama Jerzego Czartoryskiego, Wrocław",2022,miejskie,3600,do zamieszkania,52,2026-02-10
2026-02-07 23:42,"Wrocław, przytulna KAWALERKA, widok na Stare Miasto, 3 min. od Rynku",2400,https://www.otodom.pl/pl/oferta/wroclaw-przytulna-kawalerka-widok-na-stare-miasto-3-min-od-rynku-ID4zUwA,,450,4,1,"ul. Nowy Świat, Wrocław",1968,miejskie,2400,do zamieszkania,25,2026-02-10
2026-02-07 23:42,2 pok. | wysoki standard | balkon | garaż | komórk,3000,https://www.otodom.pl/pl/oferta/2-pok-wysoki-standard-balkon-garaz-komork-ID4zUu3,,0,3,2,"ul. Ludwika Idzikowskiego, Wrocław",2015,miejskie,brak,do zamieszkania,43,2026-02-10
2026-02-07 23:42,"Wrocław, kawalerka z balkonem,  garażem i komórką",2100,https://www.otodom.pl/pl/oferta/wroclaw-kawalerka-z-balkonem-garazem-i-komorka-ID4zUt9,,621,2,1,"ul. Kamienna, Wrocław",2008,miejskie,3000,do zamieszkania,29,2026-02-10
2026-02-07 23:43,Klimatyczne 2 pokoje blisko parku,2800,https://www.otodom.pl/pl/oferta/klimatyczne-2-pokoje-blisko-parku-ID4zM1C,,950,1,2,"ul. Jerzego Bajana, Wrocław",1980,miejskie,2600,do zamieszkania,50,2026-02-10
2026-02-07 23:43,Przestronne mieszkanie - Park Grabiszyński (bez pośredników),4000,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-park-grabiszynski-bez-posrednikow-ID49lrj,,0,0,3,"ul. Blacharska, Wrocław",2010,miejskie,8000,do zamieszkania,68,2026-02-10
2026-02-07 23:43,Ekstra kawalerka/Wyższy standard/Krzyki-Gwiaździst,2800,https://www.otodom.pl/pl/oferta/ekstra-kawalerka-wyzszy-standard-krzyki-gwiazdzist-ID475xm,,0,7,1,Wrocław,2019,miejskie,brak,do zamieszkania,35,2026-02-10
2026-02-07 23:43,Wyjątkowy 2 poziomowy loft pl.Teatralny na 1 m-c,3500,https://www.otodom.pl/pl/oferta/wyjatkowy-2-poziomowy-loft-pl-teatralny-na-1-m-c-ID4k9Xa,,0,4,2,Wrocław,1936,miejskie,brak,do zamieszkania,48,2026-02-10
2026-02-07 23:43,"Przestronne mieszkanie przy Haukego Bosaka, klima, blisko Angel Wings",5000,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-przy-haukego-bosaka-klima-blisko-angel-wings-ID4zUrY,,800,4,3,Wrocław,2023,miejskie,brak,do zamieszkania,66,2026-02-10
2026-02-07 23:44,"0% prowizji. Studenci, para, rodzina. Widok na fontannę ul. Rynek 53",1900,https://www.otodom.pl/hpr/pl/oferta/0-prowizji-studenci-para-rodzina-widok-na-fontanne-ul-rynek-53-ID4x3hj,,550,3,1,"rynek Rynek, Wrocław",brak,miejskie,2650,do zamieszkania,30,2026-02-10
2026-02-07 23:44,Słoneczne 2 pokoje obok Magnolia Park,2500,https://www.otodom.pl/pl/oferta/sloneczne-2-pokoje-obok-magnolia-park-ID4zOlI,,720,5,2,"ul. Niedźwiedzia, Wrocław",1970,miejskie,2500,do zamieszkania,32.7,2026-02-10
2026-02-07 23:44,82 m² | antresola | balkon | Zielona Podkowa,3800,https://www.otodom.pl/pl/oferta/82-m-antresola-balkon-zielona-podkowa-ID4zUpI,,0,brak,3,"ul. Rymarska, Wrocław",brak,brak,brak,brak,82,2026-02-10
2026-02-07 23:44,Mieszkanie do wynajęcia od zaraz dwupokojowe Gaj,2400,https://www.otodom.pl/pl/oferta/mieszkanie-do-wynajecia-od-zaraz-dwupokojowe-gaj-ID4zUmW,,845,2,2,"ul. Czerniawska, Wrocław",2012,miejskie,2400,do zamieszkania,45,2026-02-10
2026-02-07 23:45,Wyjątkowe mieszkanie w Centrum,2750,https://www.otodom.pl/pl/oferta/wyjatkowe-mieszkanie-w-centrum-ID4zuZb,,850,6,2,"ul. Komuny Paryskiej, Wrocław",2017,kotłownia,3000,do zamieszkania,51,2026-02-10
2026-02-07 23:45,Piękne mieszkanie do wynajęcia!,5200,https://www.otodom.pl/pl/oferta/piekne-mieszkanie-do-wynajecia-ID4ymAW,,1000,4,3,"ul. Racławicka, Wrocław",brak,miejskie,6500,do zamieszkania,69,2026-02-10
2026-02-07 23:45,Premium Apartament 48 m² |Ogrody Grabiszyńske |Klimatyzacja | Garaż,3900,https://www.otodom.pl/pl/oferta/premium-apartament-48-m-ogrody-grabiszynske-klimatyzacja-garaz-ID4zoGn,,750,7,2,"al. gen. Józefa Hallera, Wrocław",2025,miejskie,5000,do zamieszkania,48,2026-02-10
2026-02-07 23:45,Kawalerka lub lokal usługowy świeżo po generalnym remoncie,1700,https://www.otodom.pl/pl/oferta/kawalerka-lub-lokal-uslugowy-swiezo-po-generalnym-remoncie-ID4zUm8,,0,0,1,"ul. Gimnazjalna, Wrocław",brak,gazowe,2200,do zamieszkania,25.5,2026-02-10
2026-02-07 23:45,Przestronna kawalerka 37m2,2000,https://www.otodom.pl/pl/oferta/przestronna-kawalerka-37m2-ID4d4rs,,620,5,1,"ul. Poleska, Wrocław",2001,miejskie,3000,do zamieszkania,37,2026-02-10
2026-02-07 23:45,"mieszkanie 41m2 luksusowe, klima garaż",3000,https://www.otodom.pl/pl/oferta/mieszkanie-41m2-luksusowe-klima-garaz-ID4mwxc,,770,3,2,Wrocław,2022,miejskie,5000,do zamieszkania,41,2026-02-10
2026-02-07 23:46,Kępa Mieszczańska 2 pokoje duży balkon,2800,https://www.otodom.pl/pl/oferta/kepa-mieszczanska-2-pokoje-duzy-balkon-ID4zUkJ,,450,5,2,"ul. Mieszczańska, Wrocław",2020,miejskie,2800,do zamieszkania,32,2026-02-10
2026-02-07 23:46,Nowoczesna kawalerka w centrum miasta,2200,https://www.otodom.pl/pl/oferta/nowoczesna-kawalerka-w-centrum-miasta-ID4zN9G,,700,1,1,"ul. Dyrekcyjna, Wrocław",brak,miejskie,4350,do zamieszkania,17.42,2026-02-10
2026-02-07 23:46,Nowoczesne 2 pokoje mieszkanie z  dużym balkonem Promenady Wrocławskie,2850,https://www.otodom.pl/pl/oferta/nowoczesne-2-pokoje-mieszkanie-z-duzym-balkonem-promenady-wroclawskie-ID4zUkF,,700,1,2,Wrocław,2018,miejskie,3000,do zamieszkania,47,2026-02-10
2026-02-07 23:46,"2pokoje, 50m, 8pietro - super widok",2300,https://www.otodom.pl/pl/oferta/2pokoje-50m-8pietro-super-widok-ID49wA3,,900,8,2,"ul. Poleska, Wrocław",2006,miejskie,2400,do zamieszkania,50,2026-02-10
2026-02-07 23:46,Komfortowy apartament | Centrum Wrocławia,3100,https://www.otodom.pl/pl/oferta/komfortowy-apartament-centrum-wroclawia-ID4zhf9,,3100,4,2,"pl. Tadeusza Kościuszki, Wrocław",2018,miejskie,5300,do zamieszkania,42.85,2026-02-10
2026-02-07 23:46,Mikroapartament - możliwość wynajmu na dowolny okres,2000,https://www.otodom.pl/pl/oferta/mikroapartament-mozliwosc-wynajmu-na-dowolny-okres-ID4zEYQ,,550,6,1,"wyb. Ludwika Pasteura, Wrocław",brak,miejskie,3825,brak,11.7,2026-02-10
2026-02-07 23:47,"3 osobne pokoje , 68 m2 po remoncie!",3000,https://www.otodom.pl/pl/oferta/3-osobne-pokoje-68-m2-po-remoncie-ID3PoOU,,1000,3,3,"ul. Szwedzka, Wrocław",2002,miejskie,4000,do zamieszkania,68,2026-02-10
2026-02-07 23:47,"Nowoczesne  2p Przedmieście Oławskie , Ul. Walońska 9, bez prowizji",3400,https://www.otodom.pl/pl/oferta/nowoczesne-2p-przedmiescie-olawskie-ul-walonska-9-bez-prowizji-ID4zIPO,,1100,6,2,"ul. Walońska, Wrocław",2019,miejskie,5000,do zamieszkania,53,2026-02-10
2026-02-07 23:47,Wynajmę 3 pokojowe mieszkanie,3800,https://www.otodom.pl/pl/oferta/wynajme-3-pokojowe-mieszkanie-ID4uHS0,,1000,0,3,Wrocław,2012,miejskie,3800,do zamieszkania,67,2026-02-10
2026-02-07 23:47,Ulica Magellana ! Pełen Rozkład ! Super Wyposażone Umeblowane Okazja !,2800,https://www.otodom.pl/pl/oferta/ulica-magellana-pelen-rozklad-super-wyposazone-umeblowane-okazja-ID4zUgS,,0,2,2,Wrocław,brak,miejskie,brak,do zamieszkania,46,2026-02-10
2026-02-07 23:47,"Wrocław/Fabryczna/okolice Portu Lotniczego, 32 m2, balkon, mp",2400,https://www.otodom.pl/pl/oferta/wroclaw-fabryczna-okolice-portu-lotniczego-32-m2-balkon-mp-ID4zvss,,700,3,1,"ul. Władysława Zarembowicza, Wrocław",2023,electrical,3000,do zamieszkania,32,2026-02-10
2026-02-07 23:47,Wysoki standard mieszkanie 2 pokojowe ! Rynek ( Uniwersytet ),2900,https://www.otodom.pl/pl/oferta/wysoki-standard-mieszkanie-2-pokojowe-rynek-uniwersytet-ID4ypF9,,600,4,2,"ul. Kuźnicza, Wrocław",1975,miejskie,3500,do zamieszkania,40,2026-02-10
2026-02-07 23:47,Komfortowe mieszkanie w willi I Kasprowicza 16,2800,https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-w-willi-i-kasprowicza-16-ID4yuZy,,470,1,2,"al. Jana Kasprowicza, Wrocław",1910,gazowe,5000,do zamieszkania,36,2026-02-10
